id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
3847,Data Engineer,Frontend Team,"Itahari, Sudurpashchim Province, Nepal","['digitalocean', 'monolithic apps', 'performance tuning', 'postgresql', 'rest apis', 'spring boot', 'sqlite', 'svelte', 'typescript', 'vue']","['digitalocean', 'spring boot', 'postgresql']",bachelor of science in computer science,9,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 1,228,498–1,724,384",2025-08-10,2025-09-05,Hybrid
3848,Product Engineer,Data Science,"Dharan, Madhesh Province, Nepal","['.net core', 'bootstrap', 'c#', 'gcp', 'integration testing', 'next.js', 'performance tuning', 'rabbitmq', 'ruby', 'sqlite', 'typescript', 'unit testing']","['.net core', 'c#', 'sqlite']",bim,0,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 1,266,062–1,924,782",2025-08-07,2025-09-03,WFH
3849,Full Stack Engineer,Backend Team,"Kathmandu, Madhesh Province, Nepal","['ansible', 'aws', 'docker', 'dynamodb', 'flask', 'ionic', 'microservices', 'react', 'scaling', 'typescript', 'unit testing']","['ionic', 'typescript', 'dynamodb']",bachelor of engineering in computer engineering,13,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Mobile Development,"NPR 1,433,236–1,683,777",2025-08-01,2025-08-30,Onsite
3850,Backend Engineer,Data Science,"Gorkha, Lumbini Province, Nepal","['bootstrap', 'ci/cd', 'cockroachdb', 'firebase', 'go', 'graphql apis', 'next.js', 'tdd']","['cockroachdb', 'firebase', 'bootstrap']",master of technology,7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,IT Consulting,"NPR 1,267,911–1,476,819",2025-08-06,2025-08-22,Onsite
3851,Full Stack Engineer,Mobile Apps,"Chitwan, Karnali Province, Nepal","['cockroachdb', 'digitalocean', 'heroku', 'next.js', 'performance tuning', 'redis', 'ruby on rails', 'security best practices', 'svelte', 'tdd', 'typescript']","['cockroachdb', 'digitalocean', 'svelte']",master of business administration (technology),11,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Software Services,"NPR 1,143,729–1,537,036",2025-08-04,2025-08-24,Hybrid
3852,Full Stack Engineer,Frontend Team,"Pokhara, Sudurpashchim Province, Nepal","['aws', 'cockroachdb', 'flask', 'graphql apis', 'heroku', 'javascript', 'ruby', 'security best practices', 'tdd', 'vue']","['cockroachdb', 'aws', 'ruby']",bachelor of computer applications,10,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Web Development,"NPR 859,691–1,319,357",2025-08-04,2025-08-25,Onsite
3853,DevOps Engineer,Backend Team,"Gorkha, Sudurpashchim Province, Nepal","['ci/cd', 'django', 'gcp', 'graphql apis', 'laravel', 'mysql', 'performance tuning', 'php', 'postgresql', 'vue']","['php', 'vue', 'django']",self-taught,0,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,IT Consulting,"NPR 1,289,821–1,610,913",2025-08-06,2025-08-28,Onsite
3854,Frontend Engineer,Data Science,"Janakpur, Province No. 1, Nepal","['aws', 'cockroachdb', 'django', 'integration testing', 'next.js', 'python', 'redis', 'rest apis', 'security best practices', 'spring boot', 'svelte']","['spring boot', 'next.js', 'aws']",bachelor of computer applications,13,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Software Services,"NPR 932,690–1,516,698",2025-08-01,2025-08-29,WFH
3855,Full Stack Engineer,Development,"Dhangadhi, Lumbini Province, Nepal","['ci/cd', 'firebase', 'go', 'mongodb', 'performance tuning', 'php', 'react', 'rest apis', 'spring boot']","['firebase', 'go', 'mongodb']",diploma in it,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 1,302,000–1,917,600",2025-08-04,2025-09-03,Onsite
3856,Full Stack Engineer,Development,"Jumla, Gandaki Province, Nepal","['angular', 'azure', 'c#', 'cockroachdb', 'integration testing', 'laravel', 'prisma', 'rest apis', 'scaling', 'vue']","['prisma', 'angular', 'c#']",bachelor of science in computer science,7,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Web Development,"NPR 1,345,340–1,577,942",2025-08-05,2025-08-25,WFH
3857,Software Engineer,Data Science,"Dhangadhi, Gandaki Province, Nepal","['angular', 'django', 'graphql apis', 'heroku', 'material ui', 'microservices', 'postgresql', 'rest apis', 'typescript']","['angular', 'django', 'heroku']",bachelor of engineering in computer engineering,10,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Data Analytics,"NPR 1,118,121–1,352,870",2025-08-08,2025-09-05,WFH
3858,DevOps Engineer,Frontend Team,"Biratnagar, Lumbini Province, Nepal","['angular', 'ci/cd', 'django', 'heroku', 'integration testing', 'kotlin', 'mongodb', 'postgresql', 'redis', 'ruby', 'security best practices', 'sqlite']","['ruby', 'heroku', 'angular']",bachelor of computer applications,4,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Web Development,"NPR 1,194,743–1,854,039",2025-08-06,2025-08-30,WFH
3859,Mobile Developer,Backend Team,"Dharan, Lumbini Province, Nepal","['aws', 'docker', 'fastapi', 'grpc', 'integration testing', 'mongodb', 'monolithic apps', 'php', 'react', 'scaling', 'swift']","['docker', 'mongodb', 'aws']",master of business administration (technology),2,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 1,370,846–1,988,981",2025-08-10,2025-08-30,Hybrid
3860,Software Engineer,Mobile Apps,"Bhimdatta, Bagmati Province, Nepal","['.net core', 'digitalocean', 'flutter', 'java', 'node.js', 'performance tuning', 'redis', 'rest apis', 'sqlite', 'svelte', 'tdd']","['svelte', 'sqlite', 'java']",master of business administration (technology),9,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Software Services,"NPR 1,281,371–1,728,805",2025-08-08,2025-09-03,Hybrid
3861,Frontend Engineer,Development,"Kathmandu, Gandaki Province, Nepal","['bootstrap', 'ci/cd', 'dynamodb', 'firebase', 'go', 'grpc', 'kotlin', 'laravel', 'microservices', 'react', 'unit testing']","['kotlin', 'firebase', 'bootstrap']",master of science in it,11,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,459,141–2,105,366",2025-08-08,2025-09-06,WFH
3862,Mobile Developer,Frontend Team,"Dang, Bagmati Province, Nepal","['aws', 'fastapi', 'firebase', 'flask', 'flutter', 'graphql apis', 'mongodb', 'performance tuning', 'php', 'react', 'unit testing']","['flutter', 'aws', 'mongodb']",bim,13,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 1,091,458–1,559,948",2025-08-03,2025-08-26,Hybrid
3863,Frontend Engineer,Backend Team,"Nepalgunj, Madhesh Province, Nepal","['.net core', 'c#', 'digitalocean', 'docker', 'dynamodb', 'graphql apis', 'integration testing', 'java', 'jenkins', 'scaling', 'svelte']","['docker', 'c#', '.net core']",diploma in it,11,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Mobile Development,"NPR 878,974–1,659,328",2025-08-02,2025-08-26,Onsite
3864,Backend Engineer,Development,"Dang, Gandaki Province, Nepal","['.net core', 'azure', 'ci/cd', 'cockroachdb', 'graphql apis', 'monolithic apps', 'performance tuning', 'php', 'vue']","['cockroachdb', '.net core', 'php']",bachelor of science in computer science,7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 1,080,063–1,478,172",2025-08-01,2025-08-25,Hybrid
3865,Frontend Engineer,Backend Team,"Janakpur, Sudurpashchim Province, Nepal","['.net core', 'ci/cd', 'digitalocean', 'nuxt.js', 'postgresql', 'rest apis', 'scala', 'scaling', 'svelte', 'terraform']","['digitalocean', 'postgresql', 'terraform']",master of business administration (technology),13,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 1,053,622–1,416,899",2025-08-05,2025-09-02,WFH
3866,Frontend Engineer,Frontend Team,"Lalitpur, Lumbini Province, Nepal","['ci/cd', 'django', 'dynamodb', 'elasticsearch', 'heroku', 'scaling', 'security best practices', 'typescript', 'vue']","['vue', 'typescript', 'django']",master of technology,6,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 871,418–1,233,804",2025-08-09,2025-08-29,WFH
3867,Mobile Developer,Data Science,"Butwal, Lumbini Province, Nepal","['c#', 'ci/cd', 'django', 'firebase', 'ionic', 'javascript', 'nuxt.js', 'scala', 'scaling', 'sqlite', 'unit testing']","['c#', 'ci/cd', 'nuxt.js']",bim,13,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 1,470,709–2,230,731",2025-08-03,2025-09-01,Onsite
3868,Engineering Manager,Frontend Team,"Dhangadhi, Madhesh Province, Nepal","['angular', 'aws', 'django', 'gcp', 'microservices', 'postgresql', 'rest apis', 'ruby', 'scala', 'security best practices']","['angular', 'scala', 'aws']",master of technology,8,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Mobile Development,"NPR 1,476,187–1,877,479",2025-08-04,2025-08-27,Hybrid
3869,Software Engineer,Development,"Janakpur, Madhesh Province, Nepal","['azure', 'express.js', 'mongodb', 'rest apis', 'scala', 'security best practices', 'unit testing', 'vue']","['vue', 'express.js', 'scala']",bachelor of science in computer science,11,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Web Development,"NPR 1,364,207–1,851,964",2025-08-07,2025-08-26,WFH
3870,Backend Engineer,Frontend Team,"Jumla, Madhesh Province, Nepal","['angular', 'firebase', 'heroku', 'integration testing', 'performance tuning', 'python', 'security best practices', 'spring boot']","['angular', 'spring boot', 'firebase']",bachelor of computer applications,7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Web Development,"NPR 996,110–1,285,590",2025-08-06,2025-08-29,Hybrid
3871,Engineering Manager,Frontend Team,"Bhimdatta, Karnali Province, Nepal","['ci/cd', 'cockroachdb', 'digitalocean', 'go', 'laravel', 'monolithic apps', 'rest apis', 'ruby', 'vue']","['laravel', 'cockroachdb', 'vue']",bim,3,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 812,479–1,481,830",2025-08-08,2025-08-25,Onsite
3872,Mobile Developer,Development,"Janakpur, Madhesh Province, Nepal","['aws', 'go', 'mysql', 'nuxt.js', 'redis', 'rest apis', 'ruby', 'scala', 'security best practices', 'tdd']","['ruby', 'mysql', 'go']",bachelor of computer applications,0,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Web Development,"NPR 1,198,624–1,711,485",2025-08-01,2025-08-22,Hybrid
3873,Full Stack Engineer,Data Science,"Biratnagar, Lumbini Province, Nepal","['angular', 'c#', 'ci/cd', 'fastapi', 'firebase', 'flask', 'graphql apis', 'jenkins', 'monolithic apps', 'redis', 'spring boot']","['fastapi', 'jenkins', 'firebase']",self-taught,1,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Mobile Development,"NPR 1,403,811–1,678,764",2025-08-04,2025-08-28,Hybrid
3874,Frontend Engineer,Backend Team,"Butwal, Province No. 1, Nepal","['azure', 'firebase', 'gcp', 'graphql apis', 'laravel', 'php', 'react', 'rest apis', 'tdd', 'terraform', 'vue']","['vue', 'php', 'azure']",master of technology,3,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 859,088–1,331,989",2025-08-07,2025-09-04,Hybrid
3875,Data Engineer,Backend Team,"Kathmandu, Lumbini Province, Nepal","['bootstrap', 'ci/cd', 'digitalocean', 'firebase', 'graphql apis', 'react', 'rust', 'scala', 'spring boot', 'tdd']","['firebase', 'bootstrap', 'scala']",diploma in it,10,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,IT Consulting,"NPR 1,353,421–1,835,801",2025-08-06,2025-09-02,WFH
3876,Mobile Developer,Data Science,"Kathmandu, Gandaki Province, Nepal","['firebase', 'microservices', 'mobx', 'next.js', 'php', 'redis', 'ruby', 'ruby on rails', 'security best practices', 'unit testing']","['mobx', 'php', 'firebase']",self-taught,13,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Mobile Development,"NPR 1,169,856–1,926,888",2025-08-05,2025-08-22,Hybrid
3877,Backend Engineer,Backend Team,"Lalitpur, Gandaki Province, Nepal","['cockroachdb', 'digitalocean', 'fastapi', 'firebase', 'integration testing', 'javascript', 'next.js', 'rest apis', 'unit testing']","['digitalocean', 'javascript', 'fastapi']",self-taught,9,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Web Development,"NPR 1,220,593–1,669,818",2025-08-02,2025-08-20,Onsite
3878,Mobile Developer,Data Science,"Biratnagar, Karnali Province, Nepal","['aws', 'c#', 'go', 'integration testing', 'mongodb', 'node.js', 'security best practices', 'tdd', 'vue']","['c#', 'vue', 'aws']",bim,3,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,260,803–1,841,762",2025-08-08,2025-08-30,Hybrid
3879,Data Engineer,Development,"Chitwan, Karnali Province, Nepal","['.net core', 'go', 'graphql apis', 'heroku', 'monolithic apps', 'next.js', 'php', 'redis', 'security best practices']","['php', '.net core', 'heroku']",master of business administration (technology),4,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Software Services,"NPR 1,194,523–1,496,384",2025-08-01,2025-08-22,Onsite
3880,Software Engineer,Backend Team,"Dhangadhi, Bagmati Province, Nepal","['gcp', 'graphql', 'javascript', 'mongodb', 'node.js', 'performance tuning', 'php', 'postgresql', 'rest apis', 'unit testing', 'vue']","['postgresql', 'php', 'node.js']",bim,0,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,214,796–1,570,839",2025-08-08,2025-09-05,Hybrid
3881,Mobile Developer,Frontend Team,"Itahari, Gandaki Province, Nepal","['angular', 'ci/cd', 'firebase', 'heroku', 'ionic', 'javascript', 'monolithic apps', 'react', 'redis', 'rust', 'spring boot', 'unit testing']","['ionic', 'angular', 'firebase']",bim,14,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,432,416–2,031,835",2025-08-10,2025-08-27,Onsite
3882,Software Engineer,Data Science,"Bhaktapur, Karnali Province, Nepal","['ci/cd', 'grpc', 'heroku', 'monolithic apps', 'mysql', 'ruby', 'ruby on rails', 'scala', 'scaling', 'sqlite', 'terraform', 'vue']","['vue', 'sqlite', 'mysql']",bachelor of science in computer science,2,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 1,379,086–1,676,140",2025-08-04,2025-08-27,WFH
3883,Software Engineer,Development,"Butwal, Lumbini Province, Nepal","['django', 'graphql apis', 'heroku', 'integration testing', 'mongodb', 'next.js', 'python', 'rust', 'scala', 'svelte', 'unit testing']","['django', 'heroku', 'next.js']",bachelor of engineering in computer engineering,2,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Mobile Development,"NPR 891,996–1,222,223",2025-08-10,2025-08-29,Hybrid
3884,Engineering Manager,Development,"Mahendranagar, Karnali Province, Nepal","['firebase', 'heroku', 'java', 'microservices', 'security best practices', 'spring boot', 'tdd', 'vue']","['firebase', 'heroku', 'vue']",bachelor of computer applications,5,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Mobile Development,"NPR 1,029,883–1,469,441",2025-08-08,2025-08-23,Onsite
3885,QA Engineer,Mobile Apps,"Pokhara, Karnali Province, Nepal","['.net core', 'azure', 'firebase', 'integration testing', 'performance tuning', 'python', 'react', 'scaling']","['python', 'react', 'firebase']",bachelor of science in computer science,13,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Software Services,"NPR 1,308,513–1,937,062",2025-08-06,2025-08-23,WFH
3886,DevOps Engineer,Backend Team,"Pokhara, Sudurpashchim Province, Nepal","['dynamodb', 'gcp', 'go', 'javascript', 'monolithic apps', 'next.js', 'node.js', 'performance tuning', 'python', 'rabbitmq', 'sqlite', 'unit testing']","['next.js', 'python', 'gcp']",master of science in it,9,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Mobile Development,"NPR 1,045,764–1,596,506",2025-08-09,2025-09-02,WFH
3887,DevOps Engineer,Backend Team,"Itahari, Karnali Province, Nepal","['ci/cd', 'docker', 'express.js', 'go', 'heroku', 'integration testing', 'node.js', 'nuxt.js', 'postgresql', 'security best practices']","['express.js', 'node.js', 'postgresql']",master of business administration (technology),13,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Data Analytics,"NPR 1,092,958–1,810,206",2025-08-09,2025-08-29,WFH
3888,Engineering Manager,Backend Team,"Ilam, Gandaki Province, Nepal","['angular', 'c#', 'go', 'heroku', 'mysql', 'performance tuning', 'scaling', 'tdd']","['go', 'mysql', 'heroku']",master of technology,4,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Software Services,"NPR 809,384–1,117,543",2025-08-08,2025-08-24,Hybrid
3889,QA Engineer,Development,"Gorkha, Lumbini Province, Nepal","['firebase', 'gcp', 'laravel', 'monolithic apps', 'python', 'security best practices', 'svelte', 'unit testing']","['firebase', 'gcp', 'laravel']",self-taught,1,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Web Development,"NPR 980,743–1,255,345",2025-08-03,2025-08-29,Onsite
3890,Backend Engineer,Backend Team,"Dhangadhi, Karnali Province, Nepal","['.net core', 'azure', 'ci/cd', 'digitalocean', 'dynamodb', 'express.js', 'integration testing', 'java', 'nuxt.js', 'php', 'security best practices', 'tdd']","['express.js', 'php', 'digitalocean']",master of science in it,11,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 1,332,805–1,975,178",2025-08-05,2025-08-31,Onsite
3891,Frontend Engineer,Data Science,"Bhaktapur, Province No. 1, Nepal","['fastapi', 'firebase', 'integration testing', 'java', 'microservices', 'mongodb', 'next.js', 'security best practices', 'spring boot']","['java', 'next.js', 'firebase']",bachelor of engineering in computer engineering,4,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,IT Consulting,"NPR 836,618–1,533,295",2025-08-05,2025-09-04,Onsite
3892,Full Stack Engineer,Mobile Apps,"Janakpur, Sudurpashchim Province, Nepal","['angular', 'azure', 'ci/cd', 'express.js', 'next.js', 'php', 'postgresql', 'scaling', 'tdd']","['next.js', 'postgresql', 'angular']",bachelor of engineering in computer engineering,9,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Mobile Development,"NPR 1,033,168–1,630,252",2025-08-03,2025-08-28,Onsite
3893,Data Scientist,Backend Team,"Janakpur, Province No. 1, Nepal","['.net core', 'azure', 'c#', 'cockroachdb', 'microservices', 'postgresql', 'redux', 'security best practices', 'tdd', 'vue']","['postgresql', 'cockroachdb', 'vue']",diploma in it,14,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Data Analytics,"NPR 845,091–1,426,226",2025-08-02,2025-08-30,Onsite
3894,Frontend Engineer,Frontend Team,"Chitwan, Sudurpashchim Province, Nepal","['c#', 'dynamodb', 'heroku', 'monolithic apps', 'spring boot', 'tdd', 'unit testing', 'vue']","['c#', 'dynamodb', 'spring boot']",bachelor of engineering in computer engineering,11,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 837,998–1,170,335",2025-08-10,2025-09-04,Hybrid
3895,DevOps Engineer,Development,"Pokhara, Province No. 1, Nepal","['azure', 'c#', 'ci/cd', 'dynamodb', 'ruby on rails', 'security best practices', 'spring boot', 'svelte', 'tdd']","['c#', 'azure', 'dynamodb']",bachelor of engineering in computer engineering,15,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,IT Consulting,"NPR 1,152,633–1,722,916",2025-08-07,2025-08-29,Hybrid
3896,DevOps Engineer,Development,"Gorkha, Karnali Province, Nepal","['cockroachdb', 'django', 'firebase', 'gcp', 'go', 'nuxt.js', 'performance tuning', 'rest apis', 'scaling']","['firebase', 'cockroachdb', 'gcp']",self-taught,14,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Mobile Development,"NPR 1,196,361–1,888,877",2025-08-10,2025-08-30,Hybrid
3897,Full Stack Engineer,Frontend Team,"Bara, Karnali Province, Nepal","['digitalocean', 'elasticsearch', 'flask', 'javascript', 'laravel', 'monolithic apps', 'performance tuning', 'sqlite', 'svelte', 'unit testing']","['sqlite', 'laravel', 'svelte']",bim,1,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,IT Consulting,"NPR 1,286,481–1,817,647",2025-08-10,2025-08-26,WFH
3898,Software Engineer,Development,"Biratnagar, Province No. 1, Nepal","['ci/cd', 'django', 'dynamodb', 'gcp', 'javascript', 'nuxt.js', 'scaling', 'unit testing']","['django', 'dynamodb', 'gcp']",bachelor of computer applications,7,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Data Analytics,"NPR 1,191,371–1,846,255",2025-08-02,2025-09-01,Onsite
3899,QA Engineer,Backend Team,"Mahendranagar, Sudurpashchim Province, Nepal","['.net core', 'apache kafka', 'digitalocean', 'fastapi', 'firebase', 'graphql apis', 'integration testing', 'ruby', 'unit testing', 'vue']","['.net core', 'ruby', 'digitalocean']",bachelor of science in computer science,7,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 867,667–1,572,734",2025-08-04,2025-09-03,Onsite
3900,Product Engineer,Data Science,"Bhimdatta, Karnali Province, Nepal","['angular', 'digitalocean', 'elasticsearch', 'go', 'integration testing', 'java', 'mongodb', 'monolithic apps', 'performance tuning', 'redux']","['angular', 'digitalocean', 'java']",master of technology,7,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 1,060,183–1,455,951",2025-08-07,2025-08-28,WFH
3901,Data Engineer,Development,"Bhaktapur, Karnali Province, Nepal","['express.js', 'heroku', 'integration testing', 'javascript', 'microservices', 'next.js', 'sqlite', 'unit testing']","['heroku', 'express.js', 'javascript']",bachelor of computer applications,0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Web Development,"NPR 1,144,948–1,543,906",2025-08-04,2025-09-03,Hybrid
3902,Software Engineer,Frontend Team,"Janakpur, Karnali Province, Nepal","['ci/cd', 'firebase', 'integration testing', 'material ui', 'mongodb', 'ruby', 'spring boot', 'svelte', 'tdd']","['ruby', 'spring boot', 'svelte']",bachelor of science in computer science,15,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Web Development,"NPR 895,803–1,170,414",2025-08-09,2025-08-31,WFH
3903,Backend Engineer,Backend Team,"Janakpur, Lumbini Province, Nepal","['ci/cd', 'cockroachdb', 'flask', 'graphql apis', 'heroku', 'svelte', 'typescript', 'unit testing']","['flask', 'svelte', 'typescript']",bachelor of engineering in computer engineering,13,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Software Services,"NPR 807,504–1,144,140",2025-08-07,2025-08-27,Onsite
3904,Product Engineer,Backend Team,"Nepalgunj, Province No. 1, Nepal","['ci/cd', 'firebase', 'flask', 'graphql apis', 'java', 'jenkins', 'laravel', 'nuxt.js', 'postgresql', 'rest apis', 'tailwind css']","['tailwind css', 'jenkins', 'flask']",self-taught,9,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Web Development,"NPR 992,735–1,330,718",2025-08-10,2025-09-01,Onsite
3905,DevOps Engineer,Backend Team,"Jumla, Bagmati Province, Nepal","['angular', 'flask', 'gcp', 'rest apis', 'rust', 'scaling', 'sqlite', 'tdd']","['rust', 'flask', 'angular']",self-taught,1,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Web Development,"NPR 1,385,749–1,841,733",2025-08-07,2025-08-26,WFH
3906,Data Scientist,Development,"Janakpur, Gandaki Province, Nepal","['.net core', 'cockroachdb', 'digitalocean', 'fastapi', 'heroku', 'integration testing', 'microservices', 'mysql', 'next.js', 'scala', 'scaling', 'vue']","['mysql', '.net core', 'fastapi']",bachelor of science in computer science,11,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Software Services,"NPR 1,250,970–1,787,657",2025-08-07,2025-09-03,Onsite
3907,Product Engineer,Mobile Apps,"Jumla, Sudurpashchim Province, Nepal","['angular', 'aws', 'integration testing', 'jenkins', 'material ui', 'monolithic apps', 'performance tuning', 'php', 'postgresql', 'prisma', 'ruby on rails']","['ruby on rails', 'postgresql', 'prisma']",master of science in it,0,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Mobile Development,"NPR 1,157,339–1,922,615",2025-08-03,2025-08-21,Onsite
3908,Full Stack Engineer,Development,"Ilam, Province No. 1, Nepal","['aws', 'bootstrap', 'django', 'go', 'graphql apis', 'javascript', 'material ui', 'mongodb', 'monolithic apps', 'next.js', 'security best practices']","['bootstrap', 'material ui', 'django']",master of business administration (technology),12,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,IT Consulting,"NPR 1,329,241–1,980,329",2025-08-06,2025-08-29,Onsite
3909,DevOps Engineer,Frontend Team,"Itahari, Province No. 1, Nepal","['apache kafka', 'azure', 'express.js', 'go', 'graphql apis', 'heroku', 'javascript', 'microservices', 'redis', 'ruby', 'svelte', 'tdd']","['apache kafka', 'azure', 'heroku']",bachelor of computer applications,0,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 1,435,970–2,045,483",2025-08-08,2025-09-03,Onsite
